"last_name","frequency"
"Pouyioutas                    ","177"
"Trumbly                       ","177"
"Bardell                       ","177"
"Uchoa                         ","177"
"Czaja                         ","177"
"DiGiano                       ","177"
"Krupka                        ","177"
"Peral                         ","177"
"Thorensen                     ","177"
"Mullainathan                  ","177"
"Angiulli                      ","177"
"Nourani                       ","177"
"DuCasse                       ","177"
"Peris                         ","177"
"Chinen                        ","177"
"Vandervoorde                  ","177"
"Nitsche                       ","177"
"Peck                          ","177"
"Herath                        ","177"
"Perri                         ","177"
"Zhiwei                        ","177"
"Cunliffe                      ","177"
"Ruemmler                      ","177"
"Kieras                        ","177"
"Merlo                         ","177"
"Monkewich                     ","177"
"Zultner                       ","177"
"Cairo                         ","177"
"Caine                         ","177"
"Rando                         ","177"
"Lieberherr                    ","176"
"Greibach                      ","176"
"Falck                         ","176"
"Olivero                       ","176"
"Halloran                      ","176"
"Luke                          ","176"
"Pleszkun                      ","176"
"Miyakawa                      ","176"
"Cullers                       ","176"
"Rossi                         ","176"
"Ullian                        ","176"
"Schahn                        ","176"
"Hasenauer                     ","176"
"Kugler                        ","176"
"Menyhert                      ","176"
"Picaronny                     ","176"
"Lukaszewicz                   ","176"
"Reinhard                      ","176"
"Gopalakrishnan                ","176"
"Pardalos                      ","176"
"Danner                        ","176"
"Loncour                       ","176"
"Baca                          ","176"
"Beerel                        ","176"
"Baja                          ","176"
"Armand                        ","176"
"Jording                       ","176"
"Sinicrope                     ","176"
"Zwicker                       ","176"
"Sommer                        ","176"
"Hainaut                       ","176"
"Selenyi                       ","176"
"Passafiume                    ","176"
"Egerstedt                     ","176"
"Chappelet                     ","176"
"Saoudi                        ","176"
"Demizu                        ","176"
"Heping                        ","176"
"Coombs                        ","176"
"Edelhoff                      ","175"
"Tanemo                        ","175"
"Denny                         ","175"
"Porenta                       ","175"
"Krohn                         ","175"
"Barreiro                      ","175"
"Cyre                          ","175"
"Wissmann                      ","175"
"Flexer                        ","175"
"Lores                         ","175"
"Milicia                       ","175"
"Lienhardt                     ","175"
"Engelmann                     ","175"
"Valiente                      ","175"
"Shinomoto                     ","175"
"Vesna                         ","175"
"Tsunoo                        ","175"
"Sommen                        ","175"
"Vidal                         ","175"
"Chinal                        ","175"
"Kalsbeek                      ","175"
"Alvarado                      ","175"
"Molenaar                      ","175"
"Schurmann                     ","175"
"Skrikant                      ","175"
"Sigstam                       ","175"
"Iisaku                        ","175"
"Kropatsch                     ","175"
"Coney                         ","175"
"Fendler                       ","175"
"Papastamatiou                 ","175"
"Vidya                         ","175"
"Beausoleil                    ","175"
"Lunn                          ","175"
"Schicker                      ","175"
"Roohalamini                   ","175"
"Demke                         ","175"
"Honiden                       ","175"
"Matteis                       ","175"
"Bergere                       ","175"
"Laurillard                    ","175"
"Picci                         ","175"
"Cappello                      ","175"
"Murtagh                       ","175"
"Cooley                        ","175"
"Atrawala                      ","175"
"Vural                         ","175"
"Fiutem                        ","174"
"Pettey                        ","174"
"Schoegge                      ","174"
"Oskamp                        ","174"
"Schauser                      ","174"
"Bage                          ","174"
"Assaf                         ","174"
"Oxman                         ","174"
"Gecsel                        ","174"
"Syrzycki                      ","174"
"Varker                        ","174"
"Tzvieli                       ","174"
"Cannane                       ","174"
"Itschner                      ","174"
"Fordan                        ","174"
"Eldridge                      ","174"
"Rubsam                        ","174"
"Hennings                      ","174"
"Peha                          ","174"
"Douceur                       ","174"
"Etalle                        ","174"
"Schlenzig                     ","174"
"Cannata                       ","174"
"Pintelas                      ","174"
"Angelov                       ","174"
"Boissier                      ","174"
"Veldwijk                      ","174"
"Azuma                         ","174"
"Georg                         ","174"
"Showalter                     ","174"
"Dolinsky                      ","174"
"Sambasivam                    ","174"
"Bernick                       ","174"
"Potthoff                      ","174"
"Choobineh                     ","174"
"Schonegge                     ","174"
"Berstel                       ","173"
"Ambroszkiewicz                ","173"
"Pena                          ","173"
"Gadepally                     ","173"
"Masamoto                      ","173"
"Stafford                      ","173"
"Deyuan                        ","173"
"Huhdanpaa                     ","173"
"Peternell                     ","173"
"Range                         ","173"
"Gimarc                        ","173"
"Bratsberg                     ","173"
"Orlowska                      ","173"
"Denos                         ","173"
"Flanders                      ","173"
"Biron                         ","173"
"Pietracaprina                 ","173"
"Ranze                         ","173"
"Kruskal                       ","173"
"Melter                        ","173"
"Comte                         ","173"
"Beidas                        ","173"
"Gini                          ","173"
"Perna                         ","173"
"Leonhardt                     ","173"
"Lanteri                       ","173"
"Zockler                       ","173"
"Tischendorf                   ","173"
"Quaggetto                     ","173"
"Rusmann                       ","173"
"Clemencon                     ","173"
"Biros                         ","173"
"Validov                       ","173"
"Marchegay                     ","173"
"Nitsch                        ","173"
"Thibadeau                     ","172"
"Syrotiuk                      ","172"
"Kalefeld                      ","172"
"Henseler                      ","172"
"Janetzko                      ","172"
"Heinisuo                      ","172"
"Muniz                         ","172"
"Bade                          ","172"
"Aingworth                     ","172"
"Halevi                        ","172"
"Beeson                        ","172"
"Mersereau                     ","172"
"Vieri                         ","172"
"Thombley                      ","172"
"Nyrup                         ","172"
"Zaiane                        ","172"
"Vrecion                       ","172"
"Basart                        ","172"
"Gide                          ","172"
"Whittlesey                    ","172"
"McAlpine                      ","172"
"Portugali                     ","172"
"Tokunaga                      ","172"
"Fandrianto                    ","172"
"Morton                        ","172"
"Ranka                         ","172"
"Glowinski                     ","172"
"Heydon                        ","172"
"Rotem                         ","172"
"Pell                          ","172"
"Zielinski                     ","172"
"Perz                          ","172"
"Nergos                        ","171"
"Litzler                       ","171"
"Androutsos                    ","171"
"Rabejac                       ","171"
"Plotkin                       ","171"
"Isaak                         ","171"
"Navazio                       ","171"
"Castellani                    ","171"
"Pauthner                      ","171"
"Mungall                       ","171"
"Kropf                         ","171"
"Roison                        ","171"
"Rullman                       ","171"
"Kaiserswerth                  ","171"
"Comyn                         ","171"
"Lodder                        ","171"
"Gubsky                        ","171"
"Hashii                        ","171"
"Frijda                        ","171"
"Kenevan                       ","171"
"Hutter                        ","171"
"Rande                         ","171"
"Serot                         ","171"
"Hemaspaandra                  ","170"
"Himler                        ","170"
"Setiz                         ","170"
"Sessa                         ","170"
"Penn                          ","170"
"Akiyama                       ","170"
"Mateescu                      ","170"
"Sanella                       ","170"
"Kinley                        ","170"
"Badache                       ","170"
"Keirsey                       ","170"
"Yetim                         ","170"
"Shobatake                     ","170"
"Alencar                       ","170"
"Schrooten                     ","170"
"Limongiello                   ","170"
"Marletta                      ","170"
"Polajnar                      ","170"
"Fontet                        ","170"
"Spell                         ","170"
"Staelin                       ","170"
"Verhoeff                      ","170"
"Lund                          ","170"
"Sluis                         ","170"
"Farrel                        ","170"
"Harnett                       ","170"
"Falster                       ","170"
"Piazza                        ","170"
"Glinert                       ","169"
"Rijsenbrij                    ","169"
"Lueh                          ","169"
"Conry                         ","169"
"Condotta                      ","169"
"Journel                       ","169"
"Janocha                       ","169"
"Junot                         ","169"
"Piancastelli                  ","169"
"Morris                        ","169"
"Ebeling                       ","169"
"Maccarone                     ","169"
"Unni                          ","169"
"Maginnis                      ","169"
"Yavatkar                      ","169"
"Thisen                        ","169"
"Casperson                     ","169"
"Yetto                         ","169"
"Yoshimura                     ","169"
"Kolvik                        ","169"
"Badr                          ","169"
"Minakawa                      ","169"
"Wixon                         ","169"
"Ferriere                      ","169"
"Shackell                      ","169"
"Gyorkos                       ","168"
"Butterworth                   ","168"
"Qiwen                         ","168"
"Kushnir                       ","168"
"Wallrath                      ","168"
"Puoti                         ","168"
"Emmerich                      ","168"
"Gniady                        ","168"
"Grabner                       ","168"
"Bauknecht                     ","168"
"Streit                        ","168"
"Yamaashi                      ","168"
"Perko                         ","168"
"Lampe                         ","168"
"Montresor                     ","168"
"Gladwell                      ","168"
"Arlazarov                     ","168"
"Theuretzbacher                ","168"
"Jeong                         ","168"
"Lakshmanan                    ","168"
"Pargaonkar                    ","168"
"Sevcikova                     ","168"
"Collavizza                    ","167"
"Gire                          ","167"
"Nations                       ","167"
"Fritzsche                     ","167"
"Thambidurai                   ","167"
"Wiegley                       ","167"
"Benaini                       ","167"
"Burnard                       ","167"
"Schueller                     ","167"
"Nicolson                      ","167"
"Murthy                        ","167"
"Cromarty                      ","167"
"Serdy                         ","167"
"Gips                          ","167"
"Lung                          ","167"
"Oaver                         ","167"
"Socorro                       ","167"
"Brizzi                        ","167"
"Pesch                         ","167"
"Simmel                        ","167"
"Wuwongse                      ","167"
"Ramsak                        ","167"
"Farrow                        ","166"
"Swiler                        ","166"
"Teitelbaum                    ","166"
"Rattan                        ","166"
"Erev                          ","166"
"Azevdeo                       ","166"
"Erman                         ","166"
"Perelgut                      ","166"
"Luiz                          ","166"
"McFarlan                      ","166"
"Marwedel                      ","166"
"Narahari                      ","166"
"Babb                          ","166"
"Murrill                       ","166"
"Kandlur                       ","166"
"Marsiglia                     ","166"
"Cusworth                      ","166"
"Pezzoli                       ","166"
"Coullard                      ","166"
"Pileggi                       ","166"
"Demeyer                       ","166"
"dAstous                       ","166"
"Stranks                       ","166"
"Pillow                        ","165"
"Stille                        ","165"
"Perin                         ","165"
"Lambe                         ","165"
"Homond                        ","165"
"Benzaken                      ","165"
"Gischer                       ","165"
"Barinka                       ","165"
"Zschoche                      ","165"
"Suwa                          ","165"
"Brookman                      ","165"
"Ritzmann                      ","165"
"Hempstead                     ","165"
"Denis                         ","165"
"Marciano                      ","165"
"Schnelling                    ","165"
"Cichocki                      ","165"
"Jiafu                         ","165"
"Eppinger                      ","165"
"Greenaway                     ","165"
"Bugaenko                      ","165"
"Blokdijk                      ","165"
"Plumb                         ","165"
"Andreotta                     ","165"
"Delaune                       ","165"
"Pappas                        ","165"
"Hagimont                      ","164"
"Reeker                        ","164"
"Gulla                         ","164"
"Macedo                        ","164"
"Sury                          ","164"
"Aloisi                        ","164"
"Pero                          ","164"
"Esteva                        ","164"
"Moehrke                       ","164"
"Porotnikoff                   ","164"
"Veccia                        ","164"
"Wilharm                       ","164"
"Bresenham                     ","164"
"Ginesta                       ","164"
"Luks                          ","164"
"Soloway                       ","164"
"Hegner                        ","164"
"Zhang                         ","163"
"Skogmar                       ","163"
"Waleschkowski                 ","163"
"Kroha                         ","163"
"Niizuma                       ","163"
"Luef                          ","163"
"Usdin                         ","163"
"Karlin                        ","163"
"Zedlitz                       ","163"
"Georgakopoulos                ","163"
"Matzel                        ","163"
"Kading                        ","163"
"Velardi                       ","163"
"Kadhim                        ","163"
"Pluym                         ","163"
"Kragelund                     ","163"
"Bierbaum                      ","163"
"Slaats                        ","163"
"Guerreiro                     ","163"
"Leijenhorst                   ","163"
"Oehlmann                      ","163"
"Sidje                         ","163"
"Copas                         ","163"
"Dayana                        ","163"
"Couchot                       ","162"
"Stemann                       ","162"
"Bisiani                       ","162"
"Mundy                         ","162"
"Rehfuss                       ","162"
"Merle                         ","162"
"Dalton                        ","162"
"Zobel                         ","162"
"Baig                          ","162"
"Nivat                         ","162"
"Mamelak                       ","162"
"Baaleh                        ","162"
"Nittel                        ","162"
"Baik                          ","162"
"VanScheik                     ","162"
"Slutz                         ","161"
"Anguita                       ","161"
"Levergood                     ","161"
"Breugel                       ","161"
"Lorie                         ","161"
"Kopetz                        ","161"
"Erni                          ","161"
"Litzkow                       ","161"
"Tempesti                      ","161"
"Standera                      ","161"
"Aumann                        ","161"
"Swab                          ","161"
"Lyonns                        ","160"
"Calkin                        ","160"
"Ramras                        ","160"
"Nilsson                       ","160"
"Raoux                         ","160"
"Schnabel                      ","160"
"Baranowski                    ","160"
"Heijenga                      ","160"
"Tibblin                       ","160"
"Marzano                       ","160"
"Kroon                         ","160"
"Wielonsky                     ","160"
"Munro                         ","160"
"Zastre                        ","160"
"Schmezko                      ","160"
"Pellegrinelli                 ","160"
"Ananiadou                     ","160"
"Jansch                        ","160"
"Bharadwaj                     ","160"
"Pearson                       ","159"
"Mitsuhashi                    ","159"
"Miculan                       ","159"
"Schrift                       ","159"
"Nitto                         ","159"
"Stiles                        ","159"
"Ramalingam                    ","159"
"Hmelo                         ","159"
"Vadhan                        ","159"
"Krider                        ","158"
"Giarratana                    ","158"
"Hennebert                     ","158"
"Lemarechal                    ","158"
"Carrera                       ","158"
"Benner                        ","158"
"Koprowski                     ","158"
"Seiwald                       ","157"
"Leppanen                      ","157"
"Erva                          ","156"
"Bernardinello                 ","156"
"Serov                         ","156"
"Ritcey                        ","156"
"Ozery                         ","156"
"Polupanov                     ","156"
"Dechter                       ","156"
"Vieth                         ","156"
"Mandelberg                    ","156"
"Terwilliger                   ","156"
"Hopewell                      ","155"
"Rosti                         ","155"
"Ravishankar                   ","155"
"Baumann                       ","155"
"Suessmith                     ","155"
"Axelband                      ","155"
"Ranst                         ","153"
"Kabayashi                     ","153"
"Shigei                        ","153"
"Prampolini                    ","153"
"Sabnani                       ","152"
"Genin                         ","152"
"Thorelli                      ","152"
"Dulli                         ","151"
"Zambonelli                    ","151"
"Gonthier                      ","151"
"Schwartzbauer                 ","151"
"Nollmann                      ","151"
"Provine                       ","151"
"Rosar                         ","150"
"Zykh                          ","148"
"Georgatos                     ","148"
"Guardalben                    ","148"
"Merro                         ","147"
"Sadowsky                      ","145"
"Foolsday                      ","1"
